name,price,original_price,discount,weight,metal,purity,stone,size,color,brand,description,sku,availability,product_url,image_urls
Gold,,,,,,,,,,PC Jeweller,Best jewelry store for attractive and latest trending designs at unbelievable prices for women and men from PC Jewelers. Best for traditional and modern jewelry.,,,https://www.pcjeweller.com/metal-guide.html,https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
Triangle,"₹268,425","₹357,900",,,,,Diamond,,,PC Jeweller,Buy the latest triangle earrings online in India at best prices from PC Jeweller.,,,https://www.pcjeweller.com/jewellery/triangle-earrings.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001C-1_882.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001C-4__570051650.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001-1_979.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001-4__677958997.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00710E-1_690.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00710E-4__1534812724.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00698E-1_217.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00698E-4__960347143.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00757E-1_78.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00757E-4__964208712.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00751E-1_425.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00751E-4__1030868497.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00746E-1_411.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00746E-4__1764040818.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00993-1_188.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00993-4__1214491969.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00992-1_202.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00992-4__1733215534.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001B-1_525.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001B-4__734126907.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001A-1_315.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01001A-4__747774255.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01094-1_378.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01094-4__2011987617.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
2 gram,"₹22,279","₹22,279",,,Gold,,,,,PC Jeweller,"Buy 24ct 2 Gm Gold Coin Online in India at Best Prices from PC Jeweller with COD, Free Shipping, BIS Hallmark Certified, Easy Return &amp; Lifetime Exchange Policy.",,,https://www.pcjeweller.com/gold-coins/2-gram-gold-coins.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/g/g/GCLG00002-1__1593510675.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/l/laxmi-ganesha-coin-back__1162303638.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/2/2-GM-COIN-1__1762225390__773729661.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/2/2-GM-COIN-2__338124222__951266234.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
Diamond,"₹88,370","₹110,463",,,,,,,,PC Jeweller,NULL,,,https://www.pcjeweller.com/jewellery/best-sellers/diamond.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/n/NP00037-1_923.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/n/NP00037-4__667212090.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00936P-5_923.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00936P-4__1498002483.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/l/LR01300R-6B__311952798.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/l/LR01300R-1__455164057.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/l/LR01300R-4__403791749.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/l/LR01303-1__1249475928__744145447.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/l/LR01303-4__1773955359__254957790.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/1/1__69578714.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/5/5__692313974.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/1/1__1828746176.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/5/5__1446655441.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00005PG-5_956-(2)__1047978224.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00005PG-4__81579239__687221770.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00005EG-1_673__1564725798.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00005EG-4__728249909__344682415.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00984E-1_150__804216221.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01397A-2__1243010555__571201062.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00749-1_817__537629282.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00749-5__1763547587.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
Mangalsutra,"₹19,795","₹20,365",,,Gold,,,,,PC Jeweller,Gold Mangalsutras Online: Buy Authentic Gold Mangalsutras Online in India at Best Prices from PC Jeweller. ✓Over 50 Designs ✓Range Starts from Rs. 7000 ✓Free Shipping ✓Easy Returns ✓COD ✓Lifetime Exchange.,,,https://www.pcjeweller.com/jewellery/gold-mangalsutra.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00016-1__854236591__1702863094.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00016-5_629.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00016-4__952311362.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00016-1__854236591__1645554591.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00012-7_764.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00012-1__1866520411__98057562.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00012-1__1866520411__698499301.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00042R-5_577.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00042R-4__1925040431.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00040R-5_443.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00040R-4__657095345.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00011-5_101.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00011-4__932711370.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00101-5_210.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00101-4__174841102.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00100-5_192.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00100-4__1270139435.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00099-5_655.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/z/ZTN00099-4__898616130.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
Gemstone,"₹155,144","₹193,930",,,,,,,,PC Jeweller,Buy Gemstone Pendants Online: Latest Gemstone Pendants Online in India at Best Prices from PC Jeweller. ✓Over 100 Designs  ✓Free Shipping ✓Easy Returns ✓COD ✓Lifetime Exchange.,,,https://www.pcjeweller.com/jewellery/gemstone-pendants.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/d/DS00727P-5_73.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/d/DS00727P-4__1523777.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00086PG-5_663.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00086PG-4__1494146088.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00153PG-5_452.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00153PG-4__628163168.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00132P-5_482.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00132P-4__2143955004.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00119PR-5_552.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00119PR-4__1520748922.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00402PAR-5_954.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00455PR-5_916.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00455PR-4__1119349517.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00294P-5_280.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00294P-4__1907459802.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00074PAR-5_527.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00074PAR-4__2069583708.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS0494PR-5_744.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS0494PR-4__282351560.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00086P-5_709.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00086P-4__843980802.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PSP00493-5.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PSP00493-4.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
Leaves & Flowers,"₹584,573","₹779,430",,,,,Diamond,,,PC Jeweller,Buy the latest leaves & flowers earrings online in India at best prices from PC Jeweller.,,,https://www.pcjeweller.com/jewellery/leaves-and-flowers.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00990-1_163.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00990-4__605643706.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00984-1_510.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00984-4__1775271612.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/d/DS00587E-1_902.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00201E-1_5.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00201E-4__1779904763.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00188E-1_916.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00188E-4__231589514.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00175E-1_889.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00175E-4__1835801246.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00739-1_989.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00739-4__872646706.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00425E-1_569.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00338E-1_703.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00031E-1_706.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01274-1_313.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01274-4__535168870.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00491-1_283.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00491-4__1391744179.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
View All Earrings,"₹10,600","₹21,200",,,,,,,,PC Jeweller,Buy Earrings Online: Latest Earrings Designs at Best Prices from PC Jeweller ✓Over 2000 Designs ✓Range Starts from Rs. 6000 ✓Free Shipping ✓Easy Returns ✓COD ✓Lifetime Exchange.,,,https://www.pcjeweller.com/jewellery/earrings.html,https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/p/PS00963E_151_128.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00364-1_247_35.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00335_825_847.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00287-1_661_922.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00180-1_567_515.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00035-1_443_439.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER02026_52.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER02021_938.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01741_188.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01740_47.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER01730_208.jpg; https://cf-cdn.pcjeweller.com/public/uploads/catalog/product/custom/e/ER00420_119.jpg; https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/banner/Category-Banner-Earrings__8045586781702109065.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
Terms and Conditions,,,,,,,,,,PC Jeweller,Terms and Conditions,,,https://www.pcjeweller.com/terms-and-conditions.html,https://cf-cdn.pcjeweller.com/public/uploads/settings/pcj-logo__592261435__1103462098.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/5)-Collection-banner-menu-Mrinali-collection-__2082925427.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-rings__372021585.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller-erings__1456608236.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-seller__1042746836.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/best-sellers-designs__168953371.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/all-lewellery__1567987997.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/chain-icon__1994398107.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-chains__818692872.jpg; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/collections__152122826.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/fast-shiping__340836795.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/gold-coin__654609909.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menubanner__676673618.png; https://cf-cdn.pcjeweller.com/public/uploads/menus/menu-items/menu-big-50__1461253351.jpg; https://cf-cdn.pcjeweller.com/public/uploads/editor-images/home-page/shop-without-worry/shop-without-worry-pcj1.jpg
